,Filename,firing rate,ifr_mean,ifr_skew,ifr_kurtosis,ifr_fano_factor,baseline_amplitude,peak_trough_amplitude,ISI_mean,ISI_skew,ISI_kurtosis,ISI_cv,num_bursts,mean_surprise,burst_index,mean_burst_duration,var_burst_duration,mean_interburst_duration,var_interburst_duration,max_peak_freq,delta_band,theta_band,alpha_band,beta_band,gamma_band,delta_band_freq,theta_band_freq,delta_band_magnitude,theta_band_magnitude
12,neuron_008.smr,32.13971024,32.02702703,0.585422571,0.922333605,3.514463831,0.300947348,0.444946289,0.031033465,1.040775273,4.276721934,0.424489325,5,10.21512419,0.042134831,0.02024,2.00E-06,2.4563,1.691970388,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.095807381,0.028473228
13,neuron_020.smr,74.83912388,74.07407407,-0.656043802,2.300771024,4.275925926,0.537317595,0.731125068,0.0133056,1.675316853,4.92799426,0.439778446,3,27.6579837,0.02244389,0.011866667,6.97E-08,0.18412,0.004478286,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.08277217,0.031812897
14,neuron_034.smr,60.63045148,60.36065574,-0.447741735,0.506290896,5.522016723,0.564687839,1.031938996,0.01649468,2.314427805,9.853770012,0.658941642,26,21.76154936,0.084598698,0.012209231,3.07E-06,0.5642976,0.323396069,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.085398031,0.019983753
15,neuron_222.smr,24.85625299,24.72636816,-0.183983105,0.493770454,1.410452766,0.427367805,0.613744039,0.040160081,0.150145773,-0.357937885,0.240761384,0,,0,,,,,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.068127751,0.02449134
16,neuron_236.smr,55.54120382,55.14851485,0.316389872,-0.140726013,13.19977958,1.115038451,1.334785366,0.017998405,2.637360144,9.104532029,0.884572064,48,19.66554372,0.257602862,0.013403542,4.30E-06,0.155203404,0.03855861,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.109943367,0.034410102
17,neuron_356.smr,54.66666667,54.5,0.267869897,0.560545152,6.295107034,1.694492664,2.223975949,0.018255725,2.639731101,10.80757736,0.640383727,14,19.30641515,0.06402439,0.014742857,3.25E-06,0.781646154,0.685757061,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.085823109,0.034167867
18,neuron_342.smr,21.5453971,21.54228856,1.073866613,1.57125578,16.63323107,1.792057705,2.494660481,0.046146759,3.691471377,21.82639934,1.418981174,76,6.135134811,0.526558891,0.015236842,3.62E-05,0.247864,0.122981496,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.122331801,0.033687424
19,neuron_168.smr,21.69352319,21.55555556,0.713312499,-0.614161917,21.88774341,2.260410036,2.938096788,0.04496157,3.366470007,11.64607653,1.754120294,55,6.190538393,0.679012346,0.019632727,5.49E-05,0.180377778,0.054158967,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.298112176,0.070193017
20,neuron_154.smr,113.7639323,113.1,0.204678582,0.415968362,9.030857648,0.143973108,0.19605245,0.008772046,1.857821473,4.678513329,0.609884875,40,44.01718551,0.105726872,0.0072025,3.15E-07,0.245653846,0.109038736,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.107930909,0.028902244
21,neuron_140.smr,85.98347071,85.55555556,0.042862458,-0.665909734,14.17171717,0.149653661,0.231074522,0.011611788,3.480595523,17.18387408,1.020898685,67,32.3170532,0.260025873,0.008434328,2.27E-06,0.125621212,0.02461383,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.074754472,0.030957349
22,neuron_197.smr,67.91202107,67.56410256,0.123067044,-0.480691364,9.950128935,0.620860264,1.132784704,0.014515437,2.485897796,9.658530788,0.657226155,12,24.77612729,0.068311195,0.01213,8.63E-07,0.614978182,0.887068388,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.084449355,0.025594892
23,neuron_183.smr,17.41742077,17.35376045,1.821859033,5.16245778,20.31879172,2.474752573,3.173812475,0.057165273,2.77506333,9.076700726,1.386559861,0,,0,,,,,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.174176108,0.035479142
24,neuron_195.smr,29.66393631,29.52380952,2.786447857,10.26444404,59.6374808,0.791921101,1.133048765,0.033511003,4.560654346,25.37357498,2.259378993,98,9.244348761,0.948387097,0.013019388,4.47E-05,0.093372165,0.038791725,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.042249165,0.028170418
25,neuron_181.smr,45.97428991,45.83743842,0.534456557,0.903617962,10.90087431,1.485690698,2.129063422,0.021743609,5.080511091,47.76998711,0.964337956,73,15.75698658,0.234978541,0.015028767,6.67E-06,0.263830556,0.156921729,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.083254485,0.02856394
26,neuron_156.smr,110.7697103,110.1666667,0.331531837,0.628118357,13.86258195,1.613884561,2.070310046,0.009018008,2.969822774,11.64197714,0.981379943,99,42.75156215,0.298492462,0.007054545,9.33E-07,0.082272449,0.015252664,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.108095878,0.025941202
27,neuron_142.smr,65.65438921,65.3164557,0.318174963,0.013021956,14.95486213,0.636229944,0.966203019,0.015237371,4.46665577,29.6738723,1.06590755,55,23.8396989,0.212355212,0.011098182,2.56E-06,0.199455556,0.121205332,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.117070469,0.029031749
28,neuron_354.smr,70.81818182,70.63636364,0.264795115,-0.114937649,5.129402129,1.096860882,1.477837422,0.014100386,1.380436204,2.837035648,0.649910353,30,25.98366251,0.115532734,0.00969,3.58E-06,0.312910345,0.132560652,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.094458413,0.029378982
29,neuron_340.smr,111.0437419,110,-0.591983171,3.106855891,4.059561129,1.149204886,1.350070995,0.008985781,1.409040807,2.76657326,0.405419076,1,42.86735333,0.004680187,0.008,0,,,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.074964826,0.023133333
30,neuron_220.smr,108.434195,107.9047619,-0.778252734,4.887196861,2.63363174,0.665203986,0.929735211,0.009196652,0.753112279,1.461745778,0.344688023,3,41.76502499,0.007922535,0.007966667,4.22E-08,4.9239,1.89557824,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.078541584,0.029835036
31,neuron_234.smr,112.6423653,112.2588832,0.639654125,0.480043978,25.75377784,1.106647478,1.53090708,0.008877175,18.12910165,562.8255189,1.131921143,149,43.54300365,0.201623816,0.007383826,4.63E-07,0.120235878,0.172116101,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.074871723,0.030473863
32,neuron_208.smr,89.85512764,89.47867299,0.315646061,-0.352887215,20.50014057,1.472353402,1.867207673,0.010993001,3.733443851,20.18697913,1.059296336,64,33.94110876,0.203389831,0.008325,1.12E-06,0.150196825,0.085924891,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.056288181,0.018068037
33,neuron_022.smr,29.13600293,28.86178862,-0.451714409,0.587824582,2.039619833,0.381642545,0.545860033,0.034374689,0.869139109,0.90790231,0.296300952,0,,0,,,,,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.084848324,0.02640849
34,neuron_036.smr,4.883352012,4.876847291,1.067937166,2.026603165,7.244364831,1.181408321,1.695692274,0.204408163,1.622662492,2.673248325,0.792912863,0,,0,,,,,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.062112738,0.033296483
35,neuron_037.smr,29.81138424,29.62962963,-0.300462007,0.077037521,1.578703704,0.475626459,0.728045578,0.033547,2.031906759,5.014305101,0.302334636,0,,0,,,,,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.125478534,0.03494718
36,neuron_023.smr,32.46083606,32.39766082,0.571111841,0.112192715,16.62760994,0.225945009,0.353025581,0.029992477,5.912532992,46.86329361,1.410819959,50,10.34163413,0.270758123,0.0208416,1.52E-05,0.282491429,0.316187493,,0,0,0,0,0,0,0,0,0
37,neuron_209.smr,93.77217585,92.68907563,-0.02438621,0.983389508,5.271033164,0.805503709,1.355926239,0.010647473,1.156026762,1.679503005,0.514574014,27,35.5866678,0.145945946,0.007511111,2.23E-06,0.195615385,0.090613825,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.083993828,0.029027183
38,neuron_235.smr,66.15347201,65.99326599,-0.012424769,0.047267214,5.955713599,0.784727234,1.146675312,0.015108298,4.659909698,43.7032974,0.621769748,12,24.04658118,0.036659878,0.011719167,3.13E-06,1.244937273,1.908243204,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.092849174,0.02565916
39,neuron_221.smr,141.3529497,141.0096154,-0.512639143,0.858982315,12.80218141,0.599697441,0.790278221,0.007072907,14.61575309,305.4140145,0.888692186,6,55.71604266,0.012244898,0.006633333,3.22E-08,1.12032,2.454194486,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.139945975,0.032169153
40,neuron_341.smr,17.12450222,17.08860759,0.733131418,-0.039672376,11.69657759,2.494714717,2.816999988,0.058388131,2.609981419,7.419834866,1.113535484,1,5.635561604,0.115384615,0.87,0,,,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.053713787,0.031601059
41,neuron_355.smr,74.21792167,73.72222222,0.365012932,-0.241413672,11.30415306,2.361749305,3.347226709,0.013462651,1.970755037,4.462617042,0.812381535,62,27.39905873,0.279699248,0.010925806,1.06E-06,0.127127869,0.028552515,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.063484552,0.019042197
42,neuron_143.smr,25.39415354,25.32608696,2.937110456,12.61595879,4.960036076,0.19536942,0.265590123,0.039125788,0.41274837,4.574771732,0.420785467,14,7.592490782,0.12,0.010807143,4.52E-05,0.551484615,2.075569547,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.092678451,0.024287748
43,neuron_157.smr,89.73480608,89.08333333,0.672012754,0.551572898,27.24033365,1.208739282,1.809482113,0.011127425,4.450136218,26.73212226,1.273321123,71,33.89059958,0.396648045,0.007592958,1.62E-06,0.067195714,0.028438806,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.041094625,0.018693738
44,neuron_180.smr,23.12867956,23.03867403,0.106383472,-0.198246266,3.74789671,2.136269952,2.842147316,0.043220673,1.73682811,4.392132672,0.513702764,1,6.730356641,0.014354067,0.0335,0,,,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.122288379,0.034759213
45,neuron_194.smr,102.620221,102.1374046,-0.438073778,0.607118181,6.300562535,0.574266587,0.726767134,0.009736716,3.304370359,26.29608725,0.528201244,7,39.31184813,0.015659955,0.008542857,7.20E-07,1.078483333,0.996441465,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.101649981,0.031841497
46,neuron_190.smr,25.74493832,25.58704453,0.240676211,-0.876086039,11.94460104,0.685057978,0.977016894,0.038765823,2.746995968,8.57188261,1.151448816,41,7.726960332,0.388012618,0.024717073,2.37E-05,0.26464,0.074451263,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.180038174,0.035619994
47,neuron_184.smr,35.94697821,35.76763485,0.797022791,1.382577312,7.619836143,1.292677193,1.758015951,0.027765197,1.94890282,4.570134621,0.706190046,29,11.72273836,0.201388889,0.020275862,1.01E-05,0.402835714,0.406255965,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.080379131,0.029407021
48,neuron_153.smr,77.15345406,76.53465347,0.472749724,0.254767132,11.13675663,0.257902499,0.375857316,0.012948454,2.194449314,5.605658198,0.87775335,39,28.62340449,0.300771208,0.009346154,1.87E-06,0.114231579,0.028068668,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.075116552,0.031504915
49,neuron_147.smr,24.83647273,24.51219512,-0.782098971,0.371313893,2.303725276,0.304546068,0.376556699,0.040223,1.004477531,1.324325429,0.337757411,1,7.379224554,0.02970297,0.038,0,,,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.102687999,0.026526459
50,neuron_351.smr,21.80421492,21.71548117,0.165103823,0.026299729,6.165058327,1.795751913,2.162118765,0.045830502,3.875346755,22.24074723,0.789380868,9,6.231980111,0.103846154,0.031522222,6.45E-05,0.95085,1.49564862,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.083942018,0.024544734
51,neuron_345.smr,72.05839966,71.7888563,0.066330809,-0.616929372,18.2356535,0.493969308,0.568845663,0.013861193,8.025220449,103.0576659,1.270881105,84,26.49966276,0.205714286,0.010872619,2.20E-06,0.190524096,0.12563071,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.081817096,0.028173276
52,neuron_219.smr,62.10313819,61.9047619,0.495397576,-0.348430837,25.07748662,1.106518843,1.622874303,0.015996213,4.93059495,33.6125985,1.27133206,89,22.36986084,0.315602837,0.011352809,4.33E-06,0.139444318,0.085527776,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.059331346,0.022956156
53,neuron_225.smr,40.36948545,40.19900498,-0.368385908,0.015757311,5.221787104,1.581199605,2.195806809,0.024789703,4.791426525,38.99350221,0.683404999,9,13.49223638,0.066666667,0.022151111,2.81E-06,1.20239,2.514521214,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.081791907,0.02166384
54,neuron_231.smr,41.46906031,41.31661442,0.689825273,0.403665521,17.22663292,1.519878965,1.977280125,0.024099332,3.458824151,16.39570715,1.209750398,77,13.93476273,0.35,0.014057273,1.40E-05,0.186829079,0.075014704,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.1207328,0.048628153
55,neuron_027.smr,21.57372337,21.42259414,0.07672321,-0.008111394,2.327405858,0.302795933,0.457739923,0.046301562,0.708194385,0.512051617,0.311127574,1,6.145724948,0.011673152,0.04008,0,,,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.082817376,0.031338509
56,neuron_033.smr,36.55000447,36.44670051,-0.042994214,-0.556457221,8.929344061,0.940117052,1.696451823,0.027366017,3.589993786,20.83579352,1.024050442,33,11.9629542,0.275,0.018567273,1.13E-05,0.28414,0.056908704,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.093107311,0.026909885
57,neuron_032.smr,113.2653574,112.375,0.390827102,0.082452103,13.30909344,0.408361843,0.625100146,0.008831165,2.254657884,7.816521899,0.669618727,54,43.80637965,0.179600887,0.006994074,5.82E-07,0.118430189,0.140031877,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.107344639,0.034742931
58,neuron_026.smr,39.54613208,39.05660377,-1.011271,4.135852369,1.668033908,0.560082304,0.881922795,0.025279614,0.243585355,0.116942656,0.237773281,0,,0,,,,,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.087007451,0.028627953
59,neuron_230.smr,54.29803961,54.01993355,0.331693015,-0.546829559,22.20392868,2.045303573,2.741543448,0.018414472,6.857112911,64.70514257,1.591352807,115,19.15513778,0.423312883,0.013723043,3.43E-06,0.115656579,0.034172726,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.117011398,0.045011044
60,neuron_224.smr,100.9994684,100.7349081,-0.342178532,-0.057463514,10.05196002,0.7758771,1.075032976,0.009838373,5.002986111,45.74450918,0.598086717,3,38.6287058,0.004689943,0.008533333,8.62E-07,4.9234,8.18017201,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.076422518,0.02288842
61,neuron_218.smr,77.87957663,77.48275862,0.335848283,-0.23492127,14.65342295,1.504781658,1.804965405,0.012846051,4.034830844,25.89896644,0.971947475,90,28.92655089,0.239361702,0.010154444,1.69E-06,0.150566292,0.113141144,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.163075054,0.039400788
62,neuron_344.smr,85.83016766,85.10638298,1.443742717,5.942697319,15.31028369,2.648863439,3.566951403,0.011609,2.299896923,8.752401722,0.857785588,63,32.25279956,0.314475874,0.007642857,3.36E-06,0.101130645,0.026843026,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.104404356,0.02287066
63,neuron_350.smr,65.66666667,65.45833333,-0.216321356,0.025992423,5.598318481,0.899892582,1.233997635,0.015213596,2.940260837,16.18644743,0.583434487,15,23.84478731,0.057106599,0.0122,5.07E-06,0.789142857,0.354172084,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.087148854,0.031290319
64,neuron_146.smr,87.81818182,87.63636364,-0.248790102,-0.148019249,4.396831384,0.118272081,0.170476372,0.011380622,1.68480349,5.774185936,0.511542823,8,33.0863497,0.02484472,0.0094125,9.91E-07,1.304442857,1.797723331,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.111076579,0.031868887
65,neuron_152.smr,57.87463828,57.6635514,0.274961401,-1.08271407,37.01500073,0.068368308,0.101568828,0.017160216,8.184354134,71.9727083,2.472270806,132,20.62532243,0.427645788,0.0116,5.45E-06,0.107031298,0.066221086,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.042804747,0.019732081
66,neuron_185.smr,19.07038966,18.93617021,0.536545509,-0.456904894,11.58817436,2.395106256,3.174119636,0.052395489,3.474874865,15.9322338,1.205331087,16,5.219237547,0.358208955,0.02950625,5.53E-05,0.36622,0.159363767,2.96969697,1,1,0,0,0,2.96969697,5.393939394,0.060795923,0.017436013
67,neuron_191.smr,41.44479884,41.32450331,0.344909776,-0.613140168,23.11459925,0.918306748,1.566003906,0.023877244,6.077723866,43.11876922,1.848073495,112,13.92498858,0.5376,0.01521875,7.65E-06,0.117026126,0.043230829,2.484848485,1,1,0,0,0,2.484848485,4.909090909,0.263328639,0.103714435
68,neuron_187.smr,27.88237287,27.66233766,0.214917924,-0.63973161,10.22498628,1.628927063,2.373811241,0.035796244,2.84294025,9.673052539,0.965262542,23,8.551322737,0.322429907,0.02706087,1.95E-05,0.2869,0.173378127,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.130634502,0.033506561
69,neuron_193.smr,24.97327962,24.87179487,1.084433768,1.860311567,11.72614327,2.028018605,2.596480758,0.039817355,4.67287553,33.4182816,1.060950668,25,7.431482044,0.308641975,0.025572,5.33E-05,0.334004167,0.40948414,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.100159825,0.034691848
70,neuron_178.smr,35.43705704,35.11450382,0.070269615,0.264060202,4.755061401,1.731973544,3.111049107,0.028219565,1.894614422,5.426206045,0.634764795,12,11.51989663,0.155844156,0.022783333,1.17E-05,0.387909091,0.177174772,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.087964668,0.029786527
71,neuron_144.smr,28.22934703,28.1147541,0.928334872,0.751714508,16.75405057,0.693625236,0.942524755,0.035446064,2.997347968,11.46942405,1.211310933,52,8.685898396,0.453488372,0.021507692,2.82E-05,0.192584314,0.09474533,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.13652589,0.045163369
72,neuron_150.smr,86.4,86,0.00085028,-0.043676112,6.790697674,0.122663544,0.169304742,0.011538051,2.716923342,14.84158988,0.510901533,2,32.49165326,0.013888889,0.0105,6.40E-07,2.2525,0,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.097524016,0.03428375
73,neuron_346.smr,9.578354893,9.556650246,1.534334943,1.807065916,18.22685491,2.03615924,3.784091596,0.103496891,2.70600028,7.653924643,1.566670377,0,,0,,,,,4.909090909,0,1,0,0,0,0,4.909090909,0,0.014401382
74,neuron_352.smr,30.26372676,30.11764706,0.79434776,0.340655805,14.98651961,2.642870967,3.598112825,0.032953125,2.635225638,9.125038629,1.169329524,56,9.478753563,0.436363636,0.017551786,2.17E-05,0.203876364,0.086462548,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.112707862,0.052586108
75,neuron_232.smr,110.1670979,109.2666667,0.02009972,0.230916315,6.309904413,1.256179873,1.653929626,0.009059976,1.408779286,2.568556739,0.541752166,22,42.49695824,0.080194411,0.007143182,6.02E-07,0.333353333,0.266966695,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.115047581,0.036910452
76,neuron_226.smr,43.69258018,43.55311355,0.916975751,2.839577266,18.4401581,1.83942486,2.259714011,0.022766471,8.797856234,104.9848571,1.517007572,75,14.83237465,0.377516779,0.014858667,1.78E-05,0.161073784,0.104446106,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.081790773,0.028551878
77,neuron_018.smr,21.75459954,21.60427807,-0.243274932,-0.463436238,5.276910044,0.212243833,0.30000433,0.04592,5.936181252,44.78176855,0.836591705,3,6.213400509,0.044334975,0.034506667,6.25E-05,2.27724,0.37773316,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.221715673,0.045066507
78,neuron_030.smr,30.33011493,30.27972028,1.283061161,2.783752276,22.56092637,0.270055166,0.419820385,0.032827593,4.044338012,22.76732179,1.524058312,75,9.504730633,0.519630485,0.0161984,3.54E-05,0.173411892,0.104550454,2.96969697,1,1,0,0,0,2.96969697,5.393939394,0.136142977,0.037770451
79,neuron_024.smr,62.393094,62.1875,0.437108605,0.069195351,8.174309045,0.579640531,0.839398524,0.015993735,3.031787184,17.55324478,0.654261607,15,22.48971812,0.090180361,0.011984,2.58E-06,0.405588571,0.355185864,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.078636887,0.024129494
80,neuron_025.smr,54.72807326,54.42307692,0.133232697,-0.052128299,12.31190541,0.465094984,0.707487852,0.018222034,6.346236085,64.71078509,1.014584751,35,19.331621,0.14809591,0.012836571,6.14E-06,0.354282353,0.73827535,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.064899445,0.024292677
81,neuron_031.smr,71.44444444,71.22222222,0.447022771,-0.402384809,6.11007107,0.287373563,0.438029288,0.013986417,1.600517005,3.295741564,0.652703229,24,26.24417384,0.111975117,0.010223333,2.07E-06,0.296365217,0.126137997,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.092897301,0.030392936
82,neuron_019.smr,41.90351261,41.81818182,0.650807654,-0.431845492,32.54323123,0.138470592,0.225919641,0.023342367,7.198024098,63.91401309,2.175175971,148,14.10986426,0.60326087,0.014396757,1.27E-05,0.096010884,0.044958341,,0,0,0,0,0,0,0,0,0
83,neuron_227.smr,32.03428556,31.97044335,1.061751103,2.36619762,20.0942716,1.774167819,2.509750601,0.031088858,3.702651338,14.72451198,1.41109517,48,10.17361957,0.443076923,0.0189525,3.70E-05,0.18676,0.072847013,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.112692177,0.038291699
84,neuron_233.smr,110.6923372,109.8378378,0.039953481,-0.542577075,12.74090232,1.266354285,1.763224284,0.009034053,2.272796829,7.176872608,0.68798843,37,42.7188698,0.108823529,0.007266757,3.73E-07,0.245453056,0.143143861,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.092834064,0.039439379
85,neuron_353.smr,70.4,70.26666667,-0.098442346,-0.320903962,6.365211891,1.228606106,1.506673639,0.01419564,3.316554834,18.47330522,0.570267702,7,25.8097648,0.019886364,0.011214286,6.94E-06,1.346666667,0.624451972,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.106310833,0.03603175
86,neuron_347.smr,81.13684668,80.3875969,0.988606878,2.380787763,12.02320349,1.340680903,1.718661306,0.012328736,3.035481703,14.22731434,0.671021998,22,30.28778167,0.126195029,0.009086364,2.95E-06,0.165452381,0.136335442,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.142362323,0.040528084
87,neuron_151.smr,80.72027321,80.20618557,-0.329031061,0.597845276,5.038030371,0.152742092,0.221620217,0.012396662,3.200633784,21.97783205,0.549855199,8,30.11357261,0.030769231,0.0085875,2.94E-06,0.813628571,2.101299762,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.096423207,0.028874847
88,neuron_145.smr,44.85144604,44.75146199,0.347520752,-0.069445577,14.95124954,2.471170931,3.336336916,0.022280548,4.90419384,37.45454553,1.269075465,224,15.30155742,0.438356164,0.013669196,8.96E-06,0.137186547,0.04331418,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.051241416,0.020192328
89,neuron_179.smr,36.9732577,36.71717172,0.13933613,-0.599571331,10.66934823,2.461026715,3.241578821,0.02705,3.114891418,12.91224105,1.067553651,42,12.13176989,0.345205479,0.01732381,1.14E-05,0.221743902,0.094823342,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.085915672,0.035567242
90,neuron_192.smr,13.76976293,13.55371901,0.424064229,-1.050729821,11.32432977,0.322870388,0.512518825,0.072520732,1.543418473,1.221223771,1.130965572,0,,0,,,,,4.909090909,1,1,0,0,0,2.96969697,4.909090909,0.037564777,0.039438936
91,neuron_186.smr,32.8547284,32.67716535,0.765938614,1.619782229,7.29873826,1.230652804,1.641880916,0.030226087,2.599300606,9.494333759,0.738973778,12,10.49698485,0.173076923,0.02245,1.66E-05,0.399745455,0.191958915,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.095255664,0.027455263
92,neuron_122.smr,100.0171842,99.39597315,0.021941213,-0.549027258,10.99565412,2.319679045,3.169758022,0.009989032,2.293456882,7.386076026,0.634084694,16,38.21483856,0.06442953,0.009065,2.64E-07,0.383456,0.308940337,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.104049514,0.036724732
93,neuron_136.smr,61.74002613,61.47335423,0.416417469,-0.453324134,19.6536218,0.260688022,0.35527304,0.016139002,3.626279886,18.33035578,1.224294458,134,22.21980348,0.408952187,0.009726119,5.29E-06,0.099115038,0.041001015,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.072265949,0.021488313
94,neuron_320.smr,67.18693473,66.73684211,0.365156008,0.16487003,13.31047651,1.16191069,1.665364839,0.014843742,4.34640426,33.38924426,0.905401398,30,24.47521177,0.141287284,0.010474333,3.73E-06,0.294205172,0.145792726,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.117758953,0.041703059
95,neuron_334.smr,79,78.88095238,0.01244849,-0.28894042,4.689829388,0.587421721,0.866243019,0.012653498,2.426928634,10.4152976,0.433072257,6,29.39453405,0.01084991,0.010933333,1.29E-06,1.56366,2.510967838,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.087370169,0.026917761
96,neuron_308.smr,35.20052566,35.02793296,0.438076603,0.320850659,10.79343865,2.514771515,2.905575707,0.028455,3.22885887,16.76030044,1.004291676,25,11.42589786,0.238095238,0.0162624,2.59E-05,0.318803333,0.173494063,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.059466926,0.027349543
97,neuron_297.smr,46.93009448,46.76328502,-0.125279025,-0.358387854,9.848285224,0.718069729,1.013797721,0.021319483,6.049518405,56.39485462,1.051721025,45,16.14527803,0.278350515,0.015893111,4.79E-06,0.2112775,0.07927691,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.071917273,0.055300967
98,neuron_283.smr,121.999268,120.0990099,-0.931982792,1.9544321,7.609151682,0.53223796,0.701512071,0.008191839,2.972407532,13.66253726,0.659622129,8,47.50268847,0.039344262,0.00746375,2.85E-07,0.34803,0.062723141,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.088823594,0.029462986
99,neuron_254.smr,76.6468355,76.16915423,-0.073565389,-0.203292421,14.19661978,1.459844718,1.990450895,0.013048711,5.848928158,52.54448216,1.063557185,62,28.41196628,0.241872562,0.010076613,1.44E-06,0.149906721,0.030336552,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.107702814,0.029812318
100,neuron_240.smr,70.45448141,70.09049774,-0.015723411,0.14425381,5.771348615,0.775068611,1.082878654,0.014170749,1.915796652,5.726015496,0.587918398,13,25.83241788,0.050322581,0.01197,1.07E-06,0.534905,0.305076201,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.103001108,0.027801606
101,neuron_268.smr,138.3840831,137.7011494,-0.575862587,2.642806944,5.142478844,0.469007479,0.658220224,0.00721218,1.508854564,3.696519758,0.365512422,3,54.45433652,0.005002779,0.006113333,1.26E-06,1.609195,2.508818406,2.96969697,1,1,0,0,0,2.96969697,4.909090909,0.097621758,0.030300912
